Url,Status,Name,Organisation,Address,City,State,Zip Code,Country,E-mails,Domain,Alexa Rank,Registrar
https://fydo.steaminedik.pro/GQEHU?tag_id=747518&sub_id1=nov_15099585_Windows_10.0_Chrome&sub_id2=410874278257517046&cookie_id=dcbc8830-89eb-4781-bc20-43e15567cf5b&lp=download_screen_arrow&convert=Your%20Video%20Is%20Ready%20To%20Stream&allb=redirect&ob=redirect&href=https%3A%2F%2Fwww.predictionds.com%2Fjump%2Fnext.php%3Fr%3D2160135%26sub1%3D%5BWEBSITEID%5D&hop=5&info=&geo=IN&sub=fydo,Legitimate,STEAMINEDIK.PROsteaminedik.pro,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.come74306e2bf194f65847fbc094b110618.protect@whoisguard.com,STEAMINEDIK.PROsteaminedik.pro,-1,NAMECHEAP INC
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,78,MarkMonitor Inc.
https://www.kaggle.cohttps://www.kaggle.com/ryches/better-indoor-localization-wipm/ryches/better-indoor-localization-wip,Legitimate,KAGGLE.COMkaggle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,KAGGLE.COMkaggle.com,-1,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.webroot.com/in/en/business/threat-intelligence/internet/real-time-anti-phishing,Legitimate,WEBROOT.COM,None,275 Frank Tompa Drive,Waterloo,ON,N2L 0A1,CA,abuse@safenames.net0v0d8r9s81oe@idp.emailhostmaster@safenames.net,WEBROOT.COM,35168,Safenames Ltd
https://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://home-paypal-jp.moonkahonda.com/panel_JP/-/jp/xppl/,Malicious,MOONKAHONDA.COM,Anmoul Infomatics Pvt. Ltd.,84, New Baradwari, Sakchi, Jamshedpur,Jamshedpur,Jharkhand,831001,IN,abuse-contact@publicdomainregistry.comanmolsingh@anmoul.com,MOONKAHONDA.COM,-1,PDR Ltd. d/b/a PublicDomainRegistry.com
